Gn;SiO2;Al2O3;Fe2O3;CaO;SO3;K2O;Na2O;Dansite;s.CaO;C3S;C2S;C3A;C4AF;Alk Eq.;Toplam Alkali;Blaine;1 Gn;2 Gn;7 Gn;28 Gn
20.11.2024;21,26;5,64;3,21;66,04;0,93;0,73;0,07;1205;0,51;60,06;15,67;9,52;9,77;0,55;0,84;3040;14,40;23,90;37,80;52,10
21.11.2024;20,99;5,68;3,25;66,16;0,99;0,75;0,10;1206;0,59;61,77;13,60;9,56;9,89;0,59;0,90;2964;14,30;23,60;38,50;51,80
22.11.2024;20,83;5,42;3,37;66,63;0,90;0,67;0,10;1174;0,62;66,61;9,49;8,67;10,25;0,54;0,82;2952;15,30;25,20;41,00;54,20
23.11.2024;21,03;5,79;3,37;65,84;1,07;0,69;0,08;1203;0,55;59,19;15,66;9,65;10,25;0,53;0,81;2986;14,20;23,80;38,80;54,70
24.11.2024;21,16;5,76;3,29;65,88;1,00;0,69;0,06;1203;0,47;59,21;16,02;9,70;10,01;0,51;0,78;3037;14,10;23,30;39,00;52,00
25.11.2024;21,10;5,63;3,28;65,92;1,06;0,70;0,09;1177;0,51;60,38;14,97;9,38;9,98;0,55;0,84;2970;14,10;22,90;37,00;50,30
26.11.2024;21,02;5,57;3,23;66,09;1,10;0,71;0,09;1176;0,51;62,04;13,48;9,30;9,83;0,56;0,85;2982;15,10;24,00;38,00;51,50
27.11.2024;20,99;5,53;3,25;66,11;1,12;0,71;0,08;1169;0,55;62,37;13,15;9,16;9,89;0,55;0,83;3015;15,50;24,40;40,20;54,00
28.11.2024;20,86;5,41;3,44;66,40;1,01;0,62;0,10;1174;0,62;65,10;10,72;8,52;10,47;0,51;0,77;2999;14,40;24,00;38,80;52,00
29.11.2024;21,09;5,60;3,37;66,06;0,95;0,68;0,07;1183;0,59;61,09;14,41;9,14;10,25;0,52;0,79;3045;16,00;24,70;39,10;52,10
30.11.2024;20,97;5,87;3,37;65,86;0,96;0,72;0,14;1202;0,59;59,34;15,38;9,86;10,25;0,61;0,93;2960;14,30;22,40;36,30;50,50
01.12.2024;21,12;5,63;3,24;66,17;0,95;0,70;0,10;1219;0,52;61,58;14,12;9,44;9,86;0,56;0,85;3035;15,00;24,50;38,30;47,00
02.12.2024;21,08;5,71;3,23;66,21;0,94;0,69;0,06;1214;0,51;61,59;14,00;9,67;9,83;0,51;0,78;3085;15,20;24,10;40,20;54,10
03.12.2024;21,13;5,63;3,17;66,39;0,89;0,70;0,06;1221;0,59;62,38;13,54;9,56;9,65;0,52;0,79;3064;16,20;25,60;39,90;53,50
04.12.2024;20,85;5,81;3,25;66,35;0,91;0,68;0,08;1199;0,59;62,97;12,30;9,90;9,89;0,53;0,80;2987;15,10;24,20;38,40;53,70
05.12.2024;20,94;5,80;3,23;66,13;0,94;0,71;0,09;1220;0,51;61,72;13,50;9,91;9,83;0,56;0,85;3005;15,20;24,10;38,40;52,60
06.12.2024;21,08;5,67;3,29;66,18;0,90;0,67;0,09;1203;0,55;61,60;13,99;9,47;10,01;0,53;0,81;3045;14,20;23,70;38,00;52,40
07.12.2024;21,10;5,82;3,28;65,82;0,99;0,72;0,09;1220;0,47;59,06;15,96;9,88;9,98;0,56;0,86;3002;15,30;24,10;38,20;53,00
08.12.2024;21,31;5,70;3,29;65,62;1,02;0,72;0,10;1212;0,47;57,35;17,85;9,54;10,01;0,57;0,87;3013;14,20;22,10;35,20;51,80
09.12.2024;21,01;5,67;3,30;66,01;1,01;0,70;0,05;1175;0,87;59,81;15,14;9,45;10,04;0,51;0,78;3008;15,00;24,00;38,10;52,90
10.12.2024;21,05;5,63;3,33;65,99;1,05;0,70;0,07;1193;0,55;60,84;14,48;9,29;10,13;0,53;0,81;2980;14,70;24,20;39,20;51,80
11.12.2024;21,09;5,65;3,40;66,03;1,02;0,66;0,05;1188;0,55;60,55;14,81;9,23;10,35;0,48;0,74;3017;14,40;23,40;36,60;52,30
12.12.2024;20,95;5,60;3,43;66,26;0,96;0,62;0,09;1184;0,51;63,18;12,43;9,04;10,44;0,50;0,76;3039;15,00;25,40;39,80;52,10
13.12.2024;21,16;5,63;3,34;66,05;0,99;0,62;0,10;1179;0,59;60,24;15,24;9,27;10,16;0,51;0,77;2970;14,70;23,30;38,10;51,70
14.12.2024;21,00;5,86;3,26;65,88;1,06;0,66;0,12;1210;0,51;59,46;15,37;10,02;9,92;0,55;0,84;3078;14,60;23,50;38,50;54,50
15.12.2024;21,24;5,79;3,25;65,86;1,02;0,65;0,08;1186;0,56;57,95;17,20;9,85;9,89;0,51;0,77;3051;14,50;23,00;37,50;53,60
16.12.2024;21,25;5,85;3,11;65,84;1,08;0,64;0,10;1198;0,58;57,34;17,69;10,25;9,46;0,52;0,79;3007;16,90;23,70;39,60;56,10
17.12.2024;21,00;5,58;3,00;66,33;1,20;0,66;0,06;1172;0,55;62,98;12,72;9,72;9,13;0,49;0,75;3008;15,50;24,50;40,40;55,10
18.12.2024;21,17;5,65;3,13;65,96;1,17;0,66;0,10;1136;0,55;59,61;15,75;9,68;9,52;0,53;0,81;2990;15,00;23,80;38,10;52,60
19.12.2024;20,89;5,57;3,25;66,38;1,10;0,61;0,09;1175;0,66;63,57;11,96;9,27;9,89;0,49;0,75;3090;15,80;24,90;42,70;54,70
20.12.2024;20,88;5,65;3,32;66,27;1,05;0,61;0,10;1176;0,62;62,87;12,46;9,36;10,10;0,50;0,76;3093;16,90;26,10;42,00;56,40
21.12.2024;21,16;5,53;3,29;66,14;1,10;0,57;0,07;1178;0,66;60,75;14,86;9,09;10,01;0,45;0,68;3078;15,20;23,70;39,70;55,50
22.12.2024;20,98;5,63;3,23;66,39;1,03;0,55;0,08;1185;0,51;63,36;12,37;9,46;9,83;0,44;0,67;3059;15,20;24,70;41,60;56,10
23.12.2024;20,90;5,51;3,30;66,46;1,07;0,57;0,11;1166;0,70;64,07;11,61;9,02;10,04;0,49;0,74;3068;16,30;25,70;43,90;56,00
24.12.2024;21,03;5,49;3,39;66,36;0,98;0,55;0,12;1218;0,62;63,27;12,59;8,82;10,32;0,48;0,73;3058;14,30;23,90;40,30;53,10
25.12.2024;21,07;5,49;3,59;66,43;0,84;0,55;0,06;1199;0,70;63,03;12,88;8,48;10,92;0,42;0,64;3068;13,50;24,40;40,20;54,00
26.12.2024;21,16;5,74;3,43;66,06;0,90;0,58;0,08;1213;0,59;59,67;15,67;9,41;10,44;0,46;0,70;3026;14,10;22,60;37,00;54,80
27.12.2024;21,09;5,75;3,29;66,09;0,94;0,62;0,12;1203;0,48;60,79;14,63;9,68;10,01;0,53;0,80;3021;14,20;23,40;37,90;53,40
28.12.2024;21,04;5,68;3,23;66,20;1,12;0,65;0,07;1219;0,60;61,17;14,20;9,59;9,83;0,50;0,76;3027;14,20;23,10;37,70;52,40
29.12.2024;21,14;5,76;3,24;66,11;0,98;0,65;0,08;1220;0,51;60,26;15,17;9,79;9,86;0,51;0,77;3029;14,20;23,20;40,20;53,90
30.12.2024;20,93;5,66;3,19;66,32;1,09;0,68;0,09;1217;0,73;62,25;13,07;9,61;9,71;0,54;0,82;3036;14,70;23,10;38,20;52,60
31.12.2024;21,51;5,67;3,24;65,85;0,96;0,66;0,09;1221;0,47;57,21;18,53;9,55;9,86;0,52;0,80;2950;13,00;21,20;34,30;51,60
01.01.2025;21,35;5,71;3,25;66,01;0,87;0,63;0,11;1235;0,52;58,85;16,84;9,64;9,89;0,52;0,80;2981;14,10;23,50;37,90;52,10
02.01.2025;21,34;5,72;3,28;65,94;0,88;0,65;0,10;1222;0,47;58,71;16,92;9,61;9,98;0,53;0,80;3009;13,70;23,10;37,00;51,70
03.01.2025;21,15;5,65;3,23;66,36;0,82;0,64;0,05;1192;0,59;62,09;13,82;9,51;9,83;0,47;0,72;3088;15,40;24,80;41,00;53,50
04.01.2025;20,98;5,52;3,11;66,55;0,93;0,68;0,11;1173;0,70;64,44;11,57;9,37;9,46;0,56;0,85;3086;15,50;25,40;40,00;52,50
05.01.2025;20,80;5,74;3,29;66,42;0,86;0,69;0,09;1225;0,62;64,06;11,33;9,65;10,01;0,54;0,83;3090;16,00;25,50;39,70;51,20
06.01.2025;20,99;5,74;3,23;66,20;0,94;0,71;0,08;1207;0,66;61,42;13,87;9,75;9,83;0,55;0,83;3043;15,70;24,70;38,20;50,50
07.01.2025;21,36;5,61;3,28;66,11;0,82;0,64;0,10;1204;0,55;59,83;16,13;9,32;9,98;0,52;0,79;3045;13,90;23,30;38,30;52,00
08.01.2025;20,98;5,54;3,18;66,58;0,88;0,63;0,10;1217;0,69;64,51;11,51;9,31;9,68;0,51;0,78;3013;14,00;23,90;39,80;52,80
09.01.2025;21,35;5,55;3,11;66,11;0,93;0,66;0,12;1177;0,52;60,36;15,70;9,45;9,46;0,55;0,84;2966;14,50;23,00;37,10;49,70
10.01.2025;21,42;5,51;3,02;66,26;0,97;0,65;0,08;1154;0,55;60,60;15,72;9,50;9,19;0,51;0,77;3060;15,00;24,70;39,80;51,70
11.01.2025;20,92;5,40;2,99;66,86;1,00;0,65;0,09;1134;0,59;67,38;9,17;9,26;9,10;0,52;0,79;3076;15,80;26,80;41,70;54,70
12.01.2025;20,88;5,33;2,90;67,12;0,97;0,62;0,09;1146;0,62;69,30;7,61;9,22;8,82;0,50;0,76;3076;16,50;26,30;42,30;53,40
13.01.2025;21,05;5,36;2,88;66,96;0,99;0,61;0,09;1129;0,70;66,81;9,98;9,34;8,76;0,49;0,75;3058;16,80;27,00;43,90;54,70
14.01.2025;21,12;5,55;3,09;66,49;0,99;0,64;0,09;1181;0,81;62,34;13,55;9,49;9,40;0,51;0,78;3060;16,10;24,70;39,40;51,60
15.01.2025;21,45;5,53;3,00;66,21;0,96;0,67;0,09;1179;0,51;60,26;16,06;9,58;9,13;0,53;0,81;3062;14,10;23,30;38,10;51,20
16.01.2025;21,49;5,61;2,99;66,09;0,92;0,67;0,09;1192;0,51;59,06;17,08;9,81;9,10;0,53;0,81;3089;15,50;24,90;40,00;53,20
17.01.2025;21,34;5,56;3,05;66,10;0,98;0,68;0,09;1195;0,59;59,99;15,95;9,58;9,28;0,54;0,82;3095;14,90;23,70;39,70;53,40
18.01.2025;21,53;5,60;2,96;65,85;1,06;0,69;0,13;1197;0,52;57,44;18,41;9,84;9,01;0,58;0,89;3060;15,20;24,60;40,30;54,00
19.01.2025;21,25;5,47;3,38;66,06;0,98;0,62;0,09;1177;0,50;61,01;14,92;8,78;10,29;0,50;0,76;3089;15,30;24,20;38,50;51,00
20.01.2025;21,16;5,25;3,28;66,34;1,16;0,63;0,09;1178;0,59;63,58;12,73;8,37;9,98;0,50;0,77;3025;14,60;23,20;38,70;50,80
21.01.2025;21,49;5,41;3,17;66,22;1,00;0,60;0,08;1160;0,50;60,48;16,01;8,98;9,65;0,47;0,72;3085;15,00;23,40;37,90;52,00
22.01.2025;21,64;5,40;3,23;65,87;1,02;0,55;0,13;1173;0,50;57,84;18,43;8,85;9,83;0,49;0,75;3041;14,20;23,80;39,60;53,20
23.01.2025;21,22;4,79;3,39;67,03;0,95;0,52;0,08;1158;0,59;69,46;8,46;6,96;10,32;0,42;0,64;3038;13,20;23,90;39,30;53,30
24.01.2025;21,14;5,59;3,50;65,95;0,98;0,56;0,08;1226;0,55;60,22;15,20;8,90;10,65;0,45;0,68;3015;14,90;24,50;39,90;54,90
25.01.2025;21,44;5,50;3,34;65,78;1,03;0,60;0,08;1187;0,52;58,06;17,69;8,93;10,16;0,47;0,72;3009;14,70;23,60;39,40;54,30
26.01.2025;21,13;5,48;3,30;66,28;0,98;0,58;0,08;1205;0,60;62,46;13,49;8,95;10,04;0,46;0,70;3018;14,00;23,30;39,20;55,20
27.01.2025;21,42;5,52;3,38;65,73;0,99;0,62;0,09;1203;0,56;57,77;17,86;8,92;10,29;0,50;0,76;2996;13,90;23,40;40,30;55,50
28.01.2025;21,47;5,54;3,19;65,84;1,00;0,60;0,08;1166;0,50;58,19;17,68;9,29;9,71;0,47;0,72;3095;15,70;25,60;42,50;57,50
29.01.2025;21,48;5,56;3,39;65,73;0,93;0,59;0,09;1193;0,47;57,56;18,18;9,00;10,32;0,48;0,73;3023;14,60;24,00;38,90;55,20
30.01.2025;21,29;5,51;3,27;66,08;1,02;0,59;0,02;1175;0,51;60,52;15,41;9,08;9,95;0,41;0,62;3054;16,00;24,80;39,80;53,90
31.01.2025;20,97;5,36;3,32;66,35;1,07;0,60;0,07;1183;0,51;64,85;11,23;8,59;10,10;0,46;0,71;3020;15,80;24,10;40,00;54,50
01.02.2025;21,21;5,41;3,36;66,00;1,08;0,62;0,08;1220;0,55;61,01;14,81;8,66;10,22;0,49;0,74;2990;14,50;23,00;38,00;54,10
02.02.2025;21,01;5,46;3,42;66,14;1,02;0,62;0,07;1219;0,59;62,69;12,97;8,69;10,41;0,48;0,73;3026;14,70;24,60;40,20;54,10
03.02.2025;21,19;5,41;3,38;65,99;1,05;0,65;0,08;1230;0,59;61,02;14,74;8,62;10,29;0,51;0,77;2970;13,60;23,10;39,90;53,10
04.02.2025;21,26;5,30;3,42;66,01;1,03;0,64;0,08;1236;0,51;61,63;14,48;8,27;10,41;0,50;0,76;3090;14,90;24,20;39,30;54,80
05.02.2025;21,07;5,50;3,44;66,12;0,98;0,63;0,08;1235;0,51;62,29;13,44;8,76;10,47;0,49;0,75;3046;14,60;24,40;40,20;53,90
06.02.2025;21,24;5,56;3,42;65,94;0,99;0,62;0,07;1245;0,48;59,99;15,66;8,95;10,41;0,48;0,73;3072;14,60;23,70;38,80;54,00
07.02.2025;21,20;5,53;3,35;66,06;1,00;0,61;0,08;1249;0,51;60,93;14,84;8,99;10,19;0,48;0,73;3033;15,00;23,70;40,30;54,50
08.02.2025;21,18;5,42;3,27;66,24;1,02;0,62;0,07;1222;0,55;62,45;13,64;8,84;9,95;0,48;0,73;3056;15,10;23,50;39,50;52,20
09.02.2025;21,22;5,52;3,31;66,06;1,01;0,60;0,08;1229;0,59;60,55;15,18;9,03;10,07;0,47;0,72;3001;14,10;23,40;41,00;52,70
10.02.2025;21,32;5,56;3,37;65,72;1,06;0,62;0,08;1186;0,59;57,91;17,46;9,04;10,25;0,49;0,74;2957;14,30;22,50;38,90;53,60
11.02.2025;;;;;;;;;;;;;;;;;;;;
12.02.2025;;;;;;;;;;;;;;;;;;;;
13.02.2025;;;;;;;;;;;;;;;;;;;;
14.02.2025;;;;;;;;;;;;;;;;;;;;
15.02.2025;21,24;5,57;3,30;66,46;1,14;0,61;0,08;1238;0,64;61,13;14,80;9,18;10,04;0,48;0,73;3007;14,10;23,30;39,20;51,70
16.02.2025;21,20;5,42;3,55;66,59;1,14;0,55;0,08;1195;0,62;62,70;13,51;8,36;10,80;0,44;0,67;3001;14,20;22,90;38,50;52,60
17.02.2025;21,05;5,42;3,62;66,87;1,00;0,48;0,08;1217;0,62;65,28;11,13;8,25;11,02;0,40;0,60;3056;15,30;24,10;39,90;53,40
18.02.2025;21,10;5,61;3,59;66,40;1,05;0,55;0,17;1228;0,59;61,73;13,95;8,80;10,92;0,53;0,81;3072;13,90;22,40;38,90;52,20
19.02.2025;21,27;5,65;3,41;66,45;1,03;0,57;0,08;1228;0,51;61,01;14,98;9,21;10,38;0,46;0,69;3000;13,80;23,30;39,00;55,00
20.02.2025;21,40;5,59;3,43;66,30;1,06;0,61;0,08;1221;0,55;59,54;16,46;9,02;10,44;0,48;0,73;2975;13,40;21,70;36,30;52,20
21.02.2025;21,49;5,62;3,42;66,23;1,07;0,63;0,08;1245;0,55;58,35;17,61;9,11;10,41;0,49;0,75;2990;14,10;22,70;35,60;54,00
22.02.2025;21,22;5,63;3,37;66,70;0,99;0,59;0,08;1225;0,59;62,39;13,80;9,22;10,25;0,47;0,71;3051;14,60;24,20;40,20;54,20
23.02.2025;21,26;5,52;3,25;66,77;1,06;0,63;0,08;1234;0,58;63,15;13,32;9,14;9,89;0,49;0,75;3073;16,00;25,20;40,00;53,70
24.02.2025;21,06;5,66;3,25;66,74;1,09;0,66;0,07;1251;0,62;63,33;12,63;9,51;9,89;0,50;0,77;3009;15,80;24,90;39,20;52,30
25.02.2025;21,17;5,59;3,21;66,74;1,07;0,65;0,08;1244;0,59;63,20;13,04;9,39;9,77;0,51;0,77;3037;15,30;25,10;40,70;53,30
26.02.2025;21,42;5,60;3,43;66,69;0,79;0,55;0,08;1235;0,62;61,39;15,12;9,04;10,44;0,44;0,67;3069;15,40;24,50;39,00;52,90
27.02.2025;21,20;5,68;3,40;66,46;1,05;0,65;0,07;1244;0,51;61,34;14,53;9,31;10,35;0,50;0,76;3002;14,90;23,10;37,60;51,20
28.02.2025;21,21;5,65;3,39;66,34;1,16;0,68;0,08;1233;0,55;60,51;15,18;9,24;10,32;0,53;0,80;2990;15,40;24,20;38,10;51,80
01.03.2025;21,28;5,70;3,43;66,34;1,03;0,60;0,08;1236;0,51;60,12;15,68;9,31;10,44;0,47;0,72;3048;14,00;23,20;36,80;51,80
02.03.2025;21,27;5,69;3,43;66,38;1,08;0,61;0,08;1236;0,59;59,95;15,78;9,28;10,44;0,48;0,73;2980;13,60;22,10;38,30;54,70
03.03.2025;21,20;5,74;3,49;66,50;1,00;0,58;0,08;1255;0,54;60,99;14,79;9,31;10,62;0,46;0,70;3046;14,10;23,00;38,90;52,70
04.03.2025;21,57;5,95;3,28;66,00;1,06;0,62;0,08;1229;0,58;54,70;20,60;10,22;9,98;0,49;0,74;3061;15,40;23,90;39,00;52,70
05.03.2025;21,08;5,70;3,39;66,50;1,06;0,62;0,09;1228;0,52;62,22;13,52;9,38;10,32;0,50;0,76;3090;14,20;23,80;38,70;51,70
06.03.2025;21,32;5,59;3,36;66,33;1,11;0,64;0,09;1206;0,55;60,23;15,71;9,14;10,22;0,51;0,78;3070;14,10;22,50;36,50;51,00
07.03.2025;21,38;5,49;3,30;66,45;1,09;0,64;0,08;1250;0,48;61,36;15,03;8,97;10,04;0,50;0,76;3025;14,60;23,80;41,10;54,00
08.03.2025;21,33;5,56;3,34;66,41;1,08;0,64;0,09;1248;0,55;60,79;15,32;9,09;10,16;0,51;0,78;3038;14,30;23,20;38,40;53,80
09.03.2025;21,08;5,53;3,33;66,54;1,20;0,63;0,09;1249;0,62;62,81;13,08;9,03;10,13;0,50;0,77;2970;15,40;24,70;40,70;53,70
10.03.2025;21,17;5,60;3,41;66,55;1,09;0,64;0,09;1247;0,57;62,10;13,87;9,08;10,38;0,51;0,78;3014;15,50;25,10;41,00;55,40
11.03.2025;21,22;5,49;3,57;66,56;1,02;0,61;0,09;1218;0,57;62,47;13,74;8,52;10,86;0,49;0,75;3054;15,10;24,40;37,80;51,30
12.03.2025;21,07;5,55;3,62;66,64;0,98;0,60;0,08;1216;0,63;63,33;12,66;8,59;11,02;0,47;0,72;3098;15,40;25,60;40,80;53,70
13.03.2025;21,17;5,63;3,51;66,62;0,91;0,60;0,08;1231;0,63;62,31;13,71;8,99;10,68;0,47;0,72;3052;14,40;24,40;38,20;53,60
14.03.2025;21,48;5,56;3,36;66,69;0,83;0,56;0,08;1253;0,54;61,52;15,20;9,06;10,22;0,45;0,68;3096;14,30;23,60;39,10;55,10
15.03.2025;21,37;5,66;3,40;66,65;0,86;0,59;0,08;1243;0,53;61,41;14,96;9,25;10,35;0,47;0,71;3045;13,90;22,90;38,50;55,90
16.03.2025;21,38;5,60;3,35;66,65;0,89;0,60;0,08;1262;0,53;61,73;14,75;9,18;10,19;0,47;0,72;3026;14,20;24,40;39,40;54,90
17.03.2025;21,39;5,61;3,40;66,45;0,91;0,66;0,08;1248;0,53;60,64;15,60;9,12;10,35;0,51;0,78;3011;13,40;22,40;37,00;52,00
18.03.2025;21,35;5,54;3,27;66,65;0,95;0,66;0,08;1235;0,57;62,14;14,36;9,15;9,95;0,51;0,78;3018;14,00;23,10;37,60;52,30
19.03.2025;21,40;5,66;3,35;66,36;0,92;0,67;0,08;1252;0,60;59,62;16,40;9,34;10,19;0,52;0,79;3001;13,20;21,80;35,70;51,20
20.03.2025;21,40;5,63;3,30;66,35;0,92;0,70;0,09;1217;0,57;59,98;16,13;9,34;10,04;0,55;0,84;3099;14,20;24,90;39,40;53,10
21.03.2025;21,20;5,58;3,30;66,55;0,97;0,70;0,09;1217;0,57;62,50;13,65;9,21;10,04;0,55;0,84;3050;15,20;24,90;39,60;52,90
22.03.2025;21,15;5,64;3,35;66,58;0,91;0,68;0,08;1246;0,53;62,87;13,24;9,28;10,19;0,53;0,80;3053;14,40;24,20;39,80;53,50
23.03.2025;21,08;5,66;3,30;66,53;1,00;0,68;0,08;1247;0,53;62,87;13,03;9,42;10,04;0,53;0,80;3089;15,00;25,30;40,50;53,40
24.03.2025;20,95;5,78;3,25;66,58;1,07;0,64;0,09;1228;0,57;62,97;12,59;9,82;9,89;0,51;0,78;2950;15,10;24,90;39,20;53,30
25.03.2025;20,98;5,95;3,20;66,44;1,03;0,62;0,09;1243;0,53;61,38;13,87;10,36;9,74;0,50;0,76;3099;15,00;25,40;41,40;53,50
26.03.2025;20,96;5,96;3,15;66,50;1,01;0,60;0,09;1247;0,53;61,83;13,47;10,47;9,59;0,48;0,74;3000;14,80;24,40;40,50;54,40
27.03.2025;20,99;5,83;3,07;66,71;1,06;0,61;0,08;1242;0,57;63,14;12,57;10,26;9,34;0,48;0,73;2996;14,50;23,70;38,60;54,20
28.03.2025;21,25;5,71;3,10;66,45;1,07;0,61;0,08;1237;0,57;60,84;15,05;9,89;9,43;0,48;0,73;3065;15,40;25,10;40,80;55,50
29.03.2025;21,19;5,76;3,14;66,40;1,12;0,64;0,08;1238;0,53;60,72;14,97;9,96;9,56;0,50;0,76;2964;13,50;22,30;38,50;53,90
30.03.2025;21,20;5,61;3,08;66,76;1,06;0,61;0,08;1218;0,63;62,97;13,30;9,66;9,37;0,48;0,73;2970;14,70;23,70;39,80;53,50
31.03.2025;21,19;5,67;3,11;66,67;1,10;0,63;0,08;1229;0,57;62,36;13,73;9,77;9,46;0,49;0,75;2985;14,60;23,60;40,80;53,90
01.04.2025;21,24;5,72;3,08;66,71;1,05;0,60;0,08;1233;0,50;62,28;13,93;9,95;9,37;0,47;0,72;2965;14,00;23,10;38,20;53,00
02.04.2025;21,25;5,84;3,11;66,61;1,03;0,58;0,07;1230;0,57;60,72;15,14;10,22;9,46;0,45;0,69;3020;14,10;22,90;38,60;55,50
03.04.2025;21,14;5,75;3,13;66,73;1,06;0,60;0,07;1239;0,57;62,54;13,46;9,95;9,52;0,46;0,71;3036;13,40;22,90;38,80;52,30
04.04.2025;21,10;5,60;3,13;66,83;1,12;0,62;0,08;1207;0,60;63,96;12,27;9,55;9,52;0,49;0,74;3059;15,10;21,70;39,70;53,60
05.04.2025;21,11;5,75;3,22;66,65;1,04;0,60;0,08;1233;0,53;62,53;13,37;9,80;9,80;0,47;0,72;3023;15,20;23,80;39,10;52,30
06.04.2025;21,19;5,62;3,29;66,56;1,07;0,64;0,08;1230;0,60;61,96;14,03;9,33;10,01;0,50;0,76;2969;14,40;23,60;36,60;51,50
07.04.2025;21,50;5,62;3,28;66,35;1,01;0,61;0,08;1254;0,49;59,38;16,87;9,35;9,98;0,48;0,73;2989;14,20;23,10;35,60;50,90
08.04.2025;21,28;5,62;3,24;66,62;1,02;0,62;0,08;1225;0,50;62,14;14,16;9,42;9,86;0,49;0,74;3046;15,90;26,00;41,20;54,70
09.04.2025;21,29;5,61;3,23;66,67;1,00;0,62;0,08;1215;0,50;62,41;13,98;9,41;9,83;0,49;0,74;3085;15,80;24,50;39,50;54,10
10.04.2025;21,29;5,37;3,29;66,91;0,97;0,60;0,08;1222;0,57;64,71;12,25;8,67;10,01;0,47;0,72;3033;15,60;25,30;40,50;54,70
11.04.2025;21,28;5,46;3,41;66,73;0,94;0,61;0,08;1182;0,57;63,36;13,23;8,71;10,38;0,48;0,73;3110;17,20;27,90;39,70;54,20
12.04.2025;21,23;5,63;3,39;66,88;0,77;0,59;0,08;1222;0,63;63,48;13,00;9,19;10,32;0,47;0,71;3000;14,40;23,70;38,30;51,60
13.04.2025;21,18;5,71;3,40;66,87;0,76;0,58;0,08;1186;0,63;63,30;13,00;9,39;10,35;0,46;0,70;3025;13,70;23,40;38,40;50,30
14.04.2025;21,46;5,68;3,18;66,62;0,90;0,64;0,08;1148;0,50;60,80;15,69;9,68;9,68;0,50;0,76;2993;12,20;19,60;27,40;42,20
15.04.2025;;;;;;;;;;;;;;;;;;;;
16.04.2025;;;;;;;;;;;;;;;;;;;;
17.04.2025;;;;;;;;;;;;;;;;;;;;
18.04.2025;;;;;;;;;;;;;;;;;;;;
19.04.2025;;;;;;;;;;;;;;;;;;;;
20.04.2025;;;;;;;;;;;;;;;;;;;;
21.04.2025;;;;;;;;;;;;;;;;;;;;
22.04.2025;;;;;;;;;;;;;;;;;;;;
23.04.2025;;;;;;;;;;;;;;;;;;;;
24.04.2025;;;;;;;;;;;;;;;;;;;;
25.04.2025;;;;;;;;;;;;;;;;;;;;
26.04.2025;;;;;;;;;;;;;;;;;;;;
27.04.2025;;;;;;;;;;;;;;;;;;;;
28.04.2025;;;;;;;;;;;;;;;;;;;;
29.04.2025;;;;;;;;;;;;;;;;;;;;
30.04.2025;;;;;;;;;;;;;;;;;;;;
01.05.2025;;;;;;;;;;;;;;;;;;;;
02.05.2025;;;;;;;;;;;;;;;;;;;;
03.05.2025;;;;;;;;;;;;;;;;;;;;
04.05.2025;;;;;;;;;;;;;;;;;;;;
05.05.2025;;;;;;;;;;;;;;;;;;;;
06.05.2025;;;;;;;;;;;;;;;;;;;;
07.05.2025;;;;;;;;;;;;;;;;;;;;
08.05.2025;;;;;;;;;;;;;;;;;;;;
09.05.2025;;;;;;;;;;;;;;;;;;;;
10.05.2025;;;;;;;;;;;;;;;;;;;;
11.05.2025;;;;;;;;;;;;;;;;;;;;
12.05.2025;;;;;;;;;;;;;;;;;;;;
13.05.2025;;;;;;;;;;;;;;;;;;;;
14.05.2025;;;;;;;;;;;;;;;;;;;;
15.05.2025;;;;;;;;;;;;;;;;;;;;
16.05.2025;;;;;;;;;;;;;;;;;;;;
17.05.2025;;;;;;;;;;;;;;;;;;;;
18.05.2025;;;;;;;;;;;;;;;;;;;;
19.05.2025;;;;;;;;;;;;;;;;;;;;
20.05.2025;;;;;;;;;;;;;;;;;;;;
21.05.2025;;;;;;;;;;;;;;;;;;;;
22.05.2025;;;;;;;;;;;;;;;;;;;;
23.05.2025;;;;;;;;;;;;;;;;;;;;
24.05.2025;;;;;;;;;;;;;;;;;;;;
25.05.2025;;;;;;;;;;;;;;;;;;;;
26.05.2025;;;;;;;;;;;;;;;;;;;;
27.05.2025;;;;;;;;;;;;;;;;;;;;
28.05.2025;21,10;5,79;3,39;66,80;0,80;0,57;0,10;1183;0,63;62,98;13,01;9,61;10,32;0,48;0,72;3087;14,60;24,60;37,80;53,90
29.05.2025;21,37;5,81;3,34;66,42;0,82;0,65;0,09;1168;0,53;59,67;16,28;9,75;10,16;0,52;0,79;2951;14,10;22,90;34,30;52,10
30.05.2025;21,46;5,74;3,25;66,49;0,82;0,64;0,10;1166;0,56;59,75;16,48;9,72;9,89;0,52;0,79;3004;14,90;23,40;35,80;47,70
31.05.2025;21,43;5,75;3,37;66,38;0,83;0,64;0,10;1208;0,55;59,30;16,73;9,54;10,25;0,52;0,79;2990;14,90;25,20;36,70;52,20
01.06.2025;21,06;5,74;3,32;66,73;0,90;0,60;0,10;1163;0,68;62,95;12,92;9,60;10,10;0,49;0,75;3042;15,10;24,90;36,90;51,70
02.06.2025;21,09;5,74;3,29;66,71;0,89;0,62;0,09;1188;0,67;62,75;13,15;9,65;10,01;0,50;0,76;3005;15,30;24,50;37,90;52,60
